time,stage,bno_accelMag, bno_accel X,bno_accel Y,bno_accel Z,bno_orien W,bno_orien X,bno_orien Y,bno_orien Z,bar_alt,bar_pressure,bar_temp,gps_angle,gpsPos lon,gpsPos lat,gpsPos alt
1862.62,2,4.23,-0.81,-0.7,-4.09,-0.53,-0.44,-0.49,0.54,2519.18,0,0,4.47,-75.8753536,39.0852608,1332.76
1862.84,2,4.53,-0.88,0.12,-4.44,-0.6,-0.34,-0.58,0.44,2537.35,0,0,5.97,-75.8752768,39.0853728,1551.93
1862.95,2,4.41,-0.39,0.59,-4.35,-0.63,-0.29,-0.61,0.39,2547.08,0,0,5.97,-75.8752768,39.0853728,1551.93
1863.06,2,4.29,-0.34,-0.41,-4.26,-0.65,-0.23,-0.64,0.33,2558.07,0,0,5.97,-75.8752768,39.0853728,1551.93
1863.17,2,4.09,-0.81,-1.41,-3.75,-0.66,-0.19,-0.67,0.28,2562.75,0,0,5.97,-75.8752768,39.0853728,1551.93
1863.28,2,3.7,-0.82,-0.85,-3.5,-0.68,-0.13,-0.69,0.22,2574.02,0,0,5.97,-75.8752768,39.0853728,1551.93
1863.38,2,3.75,-0.52,-0.7,-3.65,-0.68,-0.08,-0.71,0.17,2583.15,0,0,5.97,-75.8752768,39.0853728,1551.93
1863.49,2,3.75,-0.39,-1.73,-3.3,-0.69,-0.03,-0.72,0.12,2589.06,0,0,5.97,-75.8752768,39.0853728,1551.93
1863.59,2,4.06,-0.62,-0.42,-3.99,-0.68,0.02,-0.73,0.06,2599.36,0,0,5.97,-75.8752768,39.0853728,1551.93
1863.7,2,3.47,-0.36,-0.94,-3.33,-0.68,0.07,-0.73,0,2603.1,0,0,5.97,-75.8752768,39.0853728,1551.93
1863.86,2,3.43,-0.33,-0.89,-3.29,-0.66,0.16,-0.73,-0.08,2617,0,0,7.42,-75.8752192,39.085472,1707.07
1863.97,2,3.28,0.04,-1.31,-3.01,-0.65,0.21,-0.72,-0.14,2626.95,0,0,7.42,-75.8752192,39.085472,1707.07
1864.08,2,3.47,-0.31,-0.24,-3.45,-0.62,0.26,-0.71,-0.2,2631.01,0,0,7.42,-75.8752192,39.085472,1707.07
1864.19,2,3.02,-0.4,-0.56,-2.94,-0.6,0.3,-0.7,-0.25,2640.93,0,0,7.42,-75.8752192,39.085472,1707.07
1864.29,2,3.05,0.52,-0.72,-2.92,-0.57,0.34,-0.68,-0.31,2650.17,0,0,7.42,-75.8752192,39.085472,1707.07
1864.4,2,2.91,-0.71,-0.48,-2.78,-0.54,0.38,-0.66,-0.35,2654.15,0,0,7.42,-75.8752192,39.085472,1707.07
1864.5,2,2.85,0.14,-0.07,-2.84,-0.51,0.42,-0.63,-0.4,2663.42,0,0,7.42,-75.8752192,39.085472,1707.07
1864.61,2,2.87,0.42,-0.84,-2.71,-0.48,0.45,-0.61,-0.45,2671.45,0,0,7.42,-75.8752192,39.085472,1707.07
1864.72,2,2.53,-0.1,-0.87,-2.37,-0.44,0.48,-0.57,-0.49,2675.63,0,0,7.42,-75.8752192,39.085472,1707.07
1864.84,2,2.8,-0.58,-1.19,-2.46,-0.4,0.51,-0.54,-0.53,2684.37,0,0,9.49,-75.8751616,39.0855616,1834.21
1864.94,2,2.59,0.47,0.07,-2.54,-0.37,0.54,-0.5,-0.57,2692.71,0,0,9.49,-75.8751616,39.0855616,1834.21
1865.05,2,2.35,0.03,-0.48,-2.3,-0.33,0.56,-0.47,-0.6,2697.12,0,0,9.49,-75.8751616,39.0855616,1834.21
1865.15,2,2.49,0.15,-0.09,-2.49,-0.29,0.58,-0.43,-0.63,2704.38,0,0,9.49,-75.8751616,39.0855616,1834.21
1865.26,2,2.41,0,0.72,-2.3,-0.25,0.6,-0.4,-0.65,2712.46,0,0,9.49,-75.8751616,39.0855616,1834.21
1865.36,2,2.24,-0.16,-0.07,-2.24,-0.22,0.61,-0.36,-0.67,2716.98,0,0,9.49,-75.8751616,39.0855616,1834.21
1865.47,2,1.93,-0.07,-0.52,-1.86,-0.18,0.62,-0.33,-0.69,2724.53,0,0,9.49,-75.8751616,39.0855616,1834.21
1865.58,2,1.94,0.1,0.49,-1.87,-0.15,0.63,-0.29,-0.71,2732.51,0,0,9.49,-75.8751616,39.0855616,1834.21
1865.69,2,2.09,0.02,-0.53,-2.03,-0.12,0.63,-0.26,-0.72,2735.84,0,0,9.49,-75.8751616,39.0855616,1834.21
1865.8,2,1.99,0.15,-0.76,-1.84,-0.08,0.64,-0.22,-0.74,2742.55,0,0,9.49,-75.8751616,39.0855616,1834.21
1865.9,2,1.83,-0.07,0.14,-1.83,-0.05,0.64,-0.19,-0.75,2750.58,0,0,12.02,-75.8751104,39.0856448,1965.7
1866.01,2,1.83,-0.13,0.37,-1.79,-0.02,0.64,-0.15,-0.76,2753.96,0,0,12.02,-75.8751104,39.0856448,1965.7
1866.11,2,1.72,-0.23,0,-1.7,0.01,0.64,-0.12,-0.76,2760.91,0,0,12.02,-75.8751104,39.0856448,1965.7
1866.22,2,1.69,-0.41,0.41,-1.59,0.04,0.63,-0.09,-0.77,2764.17,0,0,12.02,-75.8751104,39.0856448,1965.7
1866.32,2,1.67,-0.52,0.3,-1.55,0.07,0.63,-0.06,-0.77,2771.6,0,0,12.02,-75.8751104,39.0856448,1965.7
1866.43,2,1.57,0.09,-0.14,-1.56,0.09,0.62,-0.03,-0.78,2777.56,0,0,12.02,-75.8751104,39.0856448,1965.7
1866.54,2,1.54,0.16,-0.15,-1.52,0.12,0.62,0,-0.78,2780.72,0,0,12.02,-75.8751104,39.0856448,1965.7
1866.65,2,1.33,-0.24,0.22,-1.29,0.14,0.61,0.02,-0.78,2787.4,0,0,12.02,-75.8751104,39.0856448,1965.7
1866.76,2,1.46,0.39,-0.14,-1.4,0.16,0.61,0.05,-0.78,2793.51,0,0,12.02,-75.8751104,39.0856448,1965.7
1866.86,2,1.41,0.1,0.06,-1.4,0.17,0.6,0.07,-0.78,2796.55,0,0,12.02,-75.8751104,39.0856448,1965.7
1867.08,2,1.18,-0.22,-0.21,-1.14,0.2,0.59,0.11,-0.78,2808.26,0,0,12.72,-75.8750336,39.0857664,2183.84
1867.19,2,1.1,-0.31,0.14,-1.04,0.22,0.58,0.13,-0.78,2810.83,0,0,12.72,-75.8750336,39.0857664,2183.84
1867.3,2,0.99,-0.27,0.38,-0.87,0.23,0.57,0.15,-0.77,2815.99,0,0,12.72,-75.8750336,39.0857664,2183.84
1867.4,2,1.13,0.14,0.27,-1.09,0.25,0.56,0.16,-0.77,2821.88,0,0,12.72,-75.8750336,39.0857664,2183.84
1867.55,2,0.95,-0.08,0.06,-0.94,0.27,0.56,0.18,-0.77,2826.99,0,0,12.72,-75.8750336,39.0857664,2183.84
1867.66,2,0.86,-0.17,0.11,-0.84,0.28,0.55,0.2,-0.76,2832.13,0,0,12.72,-75.8750336,39.0857664,2183.84
1867.77,2,0.9,-0.34,0.03,-0.83,0.29,0.54,0.21,-0.76,2834.46,0,0,12.72,-75.8750336,39.0857664,2183.84
1867.87,2,0.93,-0.45,0.27,-0.77,0.3,0.53,0.23,-0.75,2839.62,0,0,12.72,-75.8750336,39.0857664,2183.84
1868.09,2,0.8,-0.26,0.44,-0.62,0.33,0.52,0.25,-0.75,2846.72,0,0,13.78,-75.874976,39.085856,2302.58
1868.2,2,0.8,-0.57,0.07,-0.55,0.34,0.51,0.27,-0.74,2850.96,0,0,13.78,-75.874976,39.085856,2302.58
1868.31,2,0.67,-0.24,0.18,-0.6,0.36,0.5,0.28,-0.74,2855.58,0,0,13.78,-75.874976,39.085856,2302.58
1868.41,2,1,-0.95,-0.03,-0.31,0.37,0.49,0.3,-0.73,2857.91,0,0,13.78,-75.874976,39.085856,2302.58
1868.52,2,0.72,0.04,0.25,-0.67,0.38,0.48,0.31,-0.72,2862.03,0,0,13.78,-75.874976,39.085856,2302.58
1868.62,2,0.6,-0.43,0.16,-0.38,0.39,0.47,0.32,-0.72,2865.96,0,0,13.78,-75.874976,39.085856,2302.58
1868.73,2,0.69,-0.5,0.27,-0.4,0.41,0.46,0.34,-0.71,2867.88,0,0,13.78,-75.874976,39.085856,2302.58
1868.84,2,0.6,-0.47,0.16,-0.33,0.42,0.45,0.36,-0.71,2871.65,0,0,13.78,-75.874976,39.085856,2302.58
1868.94,2,0.63,-0.49,0.27,-0.3,0.43,0.43,0.37,-0.7,2875.55,0,0,13.78,-75.874976,39.085856,2302.58
1869.06,2,0.52,-0.46,0.11,-0.22,0.44,0.42,0.39,-0.69,2877.18,0,0,16.87,-75.8749568,39.0859872,2462.36
1869.17,2,0.55,-0.46,0.21,-0.23,0.45,0.4,0.41,-0.68,2880.48,0,0,16.87,-75.8749568,39.0859872,2462.36
1869.28,2,0.49,-0.43,0.09,-0.22,0.46,0.39,0.43,-0.67,2883.5,0,0,16.87,-75.8749568,39.0859872,2462.36
1869.38,2,0.67,-0.67,0.05,-0.02,0.47,0.37,0.45,-0.66,2885.2,0,0,16.87,-75.8749568,39.0859872,2462.36
1869.49,2,0.58,-0.5,0.24,-0.16,0.48,0.35,0.47,-0.65,2888.64,0,0,16.87,-75.8749568,39.0859872,2462.36
1869.59,2,0.57,-0.54,0.11,-0.16,0.49,0.33,0.48,-0.64,2891.31,0,0,16.87,-75.8749568,39.0859872,2462.36
1869.7,2,0.79,-0.76,-0.19,0.11,0.5,0.31,0.5,-0.63,2893.21,0,0,16.87,-75.8749568,39.0859872,2462.36
1869.81,2,0.66,-0.65,-0.09,0.11,0.51,0.29,0.52,-0.62,2896.12,0,0,16.87,-75.8749568,39.0859872,2462.36
1869.91,2,0.85,-0.78,-0.19,0.28,0.51,0.27,0.54,-0.61,2898.98,0,0,16.87,-75.8749568,39.0859872,2462.36
1870.02,2,0.52,-0.5,-0.07,0.09,0.52,0.25,0.56,-0.59,2899.89,0,0,16.87,-75.8749568,39.0859872,2462.36
1870.13,2,0.41,-0.41,-0.03,0.02,0.52,0.23,0.58,-0.58,2902.57,0,0,19.29,-75.8749824,39.08616,2673.58
1870.23,2,0.54,-0.49,-0.14,0.19,0.52,0.21,0.6,-0.56,2904.7,0,0,19.29,-75.8749824,39.08616,2673.58
1870.34,2,0.47,-0.45,-0.08,0.13,0.53,0.18,0.62,-0.55,2905.64,0,0,19.29,-75.8749824,39.08616,2673.58
1870.45,2,0.55,-0.49,-0.14,0.21,0.53,0.16,0.64,-0.53,2907.84,0,0,19.29,-75.8749824,39.08616,2673.58
1870.55,2,0.61,-0.52,-0.16,0.26,0.53,0.14,0.66,-0.52,2909.7,0,0,19.29,-75.8749824,39.08616,2673.58
1870.66,2,0.64,-0.49,-0.27,0.32,0.52,0.12,0.68,-0.5,2910.56,0,0,19.29,-75.8749824,39.08616,2673.58
1870.77,2,0.67,-0.49,-0.28,0.35,0.52,0.1,0.7,-0.48,2912.75,0,0,19.29,-75.8749824,39.08616,2673.58
1870.87,2,0.63,-0.47,-0.22,0.37,0.52,0.07,0.71,-0.47,2914.17,0,0,19.29,-75.8749824,39.08616,2673.58
1870.98,2,0.57,-0.39,-0.23,0.35,0.51,0.05,0.73,-0.45,2915.1,0,0,19.29,-75.8749824,39.08616,2673.58
1871.09,2,0.6,-0.42,-0.22,0.37,0.5,0.03,0.74,-0.44,2916.29,0,0,19.29,-75.8749824,39.08616,2673.58
1871.26,2,0.56,-0.38,-0.19,0.38,0.49,0,0.76,-0.42,2917.65,0,0,20.29,-75.8749632,39.0863168,2815.65
1871.36,2,0.62,-0.39,-0.22,0.43,0.48,-0.01,0.78,-0.41,2918.83,0,0,20.29,-75.8749632,39.0863168,2815.65
1871.47,2,0.67,-0.39,-0.26,0.48,0.47,-0.03,0.79,-0.4,2919.67,0,0,20.29,-75.8749632,39.0863168,2815.65
1871.58,2,0.67,-0.33,-0.3,0.5,0.45,-0.04,0.79,-0.4,2920.38,0,0,20.29,-75.8749632,39.0863168,2815.65
1871.68,2,0.69,-0.32,-0.32,0.52,0.44,-0.05,0.8,-0.4,2921.33,0,0,20.29,-75.8749632,39.0863168,2815.65
1871.79,2,0.69,-0.38,-0.22,0.53,0.43,-0.06,0.81,-0.4,2921.68,0,0,20.29,-75.8749632,39.0863168,2815.65
1871.9,2,0.72,-0.31,-0.29,0.57,0.41,-0.07,0.82,-0.4,2922.18,0,0,20.29,-75.8749632,39.0863168,2815.65
1872,2,0.77,-0.32,-0.27,0.65,0.4,-0.08,0.82,-0.4,2922.52,0,0,20.29,-75.8749632,39.0863168,2815.65
1872.11,2,0.77,-0.29,-0.3,0.64,0.38,-0.09,0.82,-0.41,2923.01,0,0,20.29,-75.8749632,39.0863168,2815.65
1872.28,2,0.88,-0.34,-0.23,0.78,0.36,-0.1,0.83,-0.42,2923.49,0,0,21.65,-75.874912,39.0864032,2850.49
1872.38,2,0.93,-0.32,-0.24,0.84,0.34,-0.11,0.83,-0.43,2923.72,0,0,21.65,-75.874912,39.0864032,2850.49
1872.49,2,12.57,-3.7,8.51,8.48,0.33,-0.11,0.83,-0.45,2961.81,0,0,21.65,-75.874912,39.0864032,2850.49
1872.6,2,0.44,-0.08,-0.19,-0.38,0.33,-0.11,0.82,-0.46,2940.19,0,0,21.65,-75.874912,39.0864032,2850.49
1872.7,2,0.45,-0.14,-0.42,-0.08,0.33,-0.1,0.81,-0.47,2930.15,0,0,21.65,-75.874912,39.0864032,2850.49
1872.81,2,1.59,-1.4,-0.38,0.65,0.34,-0.1,0.8,-0.48,2928.61,0,0,21.65,-75.874912,39.0864032,2850.49
1872.92,2,3.28,-2.3,-0.73,2.23,0.34,-0.08,0.79,-0.5,2928.88,0,0,21.65,-75.874912,39.0864032,2850.49
1873.02,2,2.98,-1.89,-0.32,2.27,0.34,-0.06,0.78,-0.52,2928.22,0,0,21.65,-75.874912,39.0864032,2850.49
1873.13,2,2.93,-1.54,-0.36,2.47,0.33,-0.03,0.77,-0.55,2927.3,0,0,21.65,-75.874912,39.0864032,2850.49
1873.25,2,2.23,-0.3,-1.42,1.69,0.32,0,0.75,-0.58,2925.58,0,0,23.8,-75.87488,39.0864928,2862.09
1873.35,2,3.95,-2.43,0.82,3.01,0.31,0.02,0.72,-0.62,2924.76,0,0,23.8,-75.87488,39.0864928,2862.09
1873.46,2,3.38,-0.6,-2.21,2.48,0.31,0.05,0.69,-0.65,2921.74,0,0,23.8,-75.87488,39.0864928,2862.09
1873.57,2,2.96,-0.85,-1.51,2.4,0.3,0.08,0.65,-0.7,2922.89,0,0,23.8,-75.87488,39.0864928,2862.09
1873.67,2,5.36,-2.37,-1.16,4.67,0.28,0.12,0.6,-0.74,2922.04,0,0,23.8,-75.87488,39.0864928,2862.09
1873.78,2,3.24,-1.49,-0.44,2.84,0.26,0.15,0.53,-0.79,2920.74,0,0,23.8,-75.87488,39.0864928,2862.09
1873.88,2,2.22,-0.62,-1.42,1.59,0.23,0.19,0.45,-0.84,2921.03,0,0,23.8,-75.87488,39.0864928,2862.09
1873.99,2,3.21,-1.57,-0.58,2.74,0.2,0.23,0.34,-0.89,2922.77,0,0,23.8,-75.87488,39.0864928,2862.09
1874.1,2,1.87,0.69,-1.71,0.34,0.16,0.26,0.22,-0.93,2921.87,0,0,23.8,-75.87488,39.0864928,2862.09
1874.21,2,2.08,-0.84,-0.45,1.85,0.12,0.28,0.11,-0.95,2923.32,0,0,23.8,-75.87488,39.0864928,2862.09
1874.31,2,6.36,-3.92,-1.19,4.86,0.08,0.29,-0.01,-0.95,2918.34,0,0,15.08,-75.8748544,39.0865856,2863.83
1874.42,2,19.65,-12.6,3.99,14.54,0.06,0.27,-0.09,-0.96,2918.65,0,0,15.08,-75.8748544,39.0865856,2863.83
1874.53,2,8.18,-1.71,-2.52,7.59,0.08,0.21,-0.13,-0.97,2915.89,0,0,15.08,-75.8748544,39.0865856,2863.83
1874.63,2,7.67,-0.28,-1.65,7.49,0.12,0.12,-0.12,-0.98,2911.13,0,0,15.08,-75.8748544,39.0865856,2863.83
1874.74,2,5.75,0.17,-2.3,5.27,0.17,0,-0.09,-0.98,2910.43,0,0,15.08,-75.8748544,39.0865856,2863.83
1874.84,2,3.55,-1.05,3.27,-0.91,0.21,-0.14,-0.03,-0.97,2903.8,0,0,15.08,-75.8748544,39.0865856,2863.83
1874.95,2,2.18,-1.64,1.43,0.15,0.22,-0.25,0.02,-0.94,2904.43,0,0,15.08,-75.8748544,39.0865856,2863.83
1875.06,2,5.99,-4.74,-2.53,2.65,0.2,-0.36,0.07,-0.91,2901.03,0,0,15.08,-75.8748544,39.0865856,2863.83
1875.17,2,34.97,-31.13,-9.39,-12.86,0.16,-0.44,0.11,-0.88,2897.43,0,0,15.08,-75.8748544,39.0865856,2863.83
1875.27,2,23.41,-19.35,-10.3,-8.22,0.14,-0.44,0.15,-0.87,2896.67,0,0,15.08,-75.8748544,39.0865856,2863.83
1875.44,2,5.24,-0.43,0.91,5.15,0.17,-0.29,0.21,-0.92,2898.91,0,0,56.92,-75.8747968,39.0866784,2851.65
1875.55,2,13.21,-1.62,1.06,13.07,0.21,-0.16,0.24,-0.93,2898.53,0,0,56.92,-75.8747968,39.0866784,2851.65
1875.66,2,15.17,-4.66,-1.69,14.34,0.23,-0.06,0.25,-0.94,2899.21,0,0,56.92,-75.8747968,39.0866784,2851.65
1875.77,2,18.32,-5.96,-5.39,16.46,0.24,-0.01,0.22,-0.95,2896.98,0,0,56.92,-75.8747968,39.0866784,2851.65
1875.88,2,13.68,-4.47,-1.52,12.84,0.23,-0.02,0.17,-0.96,2897.15,0,0,56.92,-75.8747968,39.0866784,2851.65
1875.98,2,10.21,2.41,-1.78,9.76,0.82,-0.12,0.03,-0.56,2894.52,0,0,56.92,-75.8747968,39.0866784,2851.65
1876.09,2,5.39,1.2,-1.6,5.01,0.81,-0.12,-0.08,-0.56,2887.95,0,0,56.92,-75.8747968,39.0866784,2851.65
1876.19,2,5.5,1.16,-5.34,0.61,0.81,-0.13,-0.18,-0.54,2882.57,0,0,56.92,-75.8747968,39.0866784,2851.65
1876.3,2,6.99,3.06,-6.28,-0.22,0.81,-0.11,-0.27,-0.51,2881.39,0,0,56.92,-75.8747968,39.0866784,2851.65
1876.46,2,6.23,1.37,-5.13,3.26,0.82,-0.04,-0.32,-0.47,2877.25,0,0,80.69,-75.8747072,39.0867072,2834.81
1876.57,2,8.82,-4.35,-4.57,6.16,0.83,0.03,-0.33,-0.46,2879.42,0,0,80.69,-75.8747072,39.0867072,2834.81
1876.68,2,13.12,-5.7,-4.19,11.05,0.82,0.11,-0.34,-0.45,2877.17,0,0,80.69,-75.8747072,39.0867072,2834.81
1876.79,2,10.74,-1.2,-1.98,10.49,0.8,0.16,-0.35,-0.46,2872.01,0,0,80.69,-75.8747072,39.0867072,2834.81
1876.89,2,10.66,-1.38,-0.72,10.54,0.78,0.18,-0.38,-0.47,2864.72,0,0,80.69,-75.8747072,39.0867072,2834.81
1877,2,10.63,3.05,0.29,10.18,0.76,0.17,-0.4,-0.49,2863.38,0,0,80.69,-75.8747072,39.0867072,2834.81
1877.1,2,8.35,2.67,-0.1,7.92,0.74,0.12,-0.41,-0.51,2858.48,0,0,80.69,-75.8747072,39.0867072,2834.81
1877.21,2,8.08,3.88,-0.87,7.03,0.73,0.04,-0.41,-0.54,2858.34,0,0,80.69,-75.8747072,39.0867072,2834.81
1877.32,2,5.51,0.95,-2.16,4.98,0.74,-0.05,-0.39,-0.55,2857.8,0,0,80.69,-75.8747072,39.0867072,2834.81
1877.44,2,6.62,-2.81,-2.81,5.29,0.73,-0.15,-0.34,-0.56,2855.09,0,0,88.41,-75.874592,39.0867072,2813.08
1877.55,2,6.69,2.63,0.18,6.15,0.72,-0.25,-0.29,-0.58,2853.33,0,0,88.41,-75.874592,39.0867072,2813.08
1877.66,2,7.03,-1.96,-1.05,6.67,0.71,-0.35,-0.22,-0.57,2850.17,0,0,88.41,-75.874592,39.0867072,2813.08
1877.77,2,10.75,-6.85,-2.52,7.89,0.69,-0.44,-0.17,-0.55,2847.9,0,0,88.41,-75.874592,39.0867072,2813.08
1877.87,2,11.19,-5.78,-3.69,8.84,0.68,-0.49,-0.15,-0.52,2845.71,0,0,88.41,-75.874592,39.0867072,2813.08
1877.98,2,10.93,-5.58,-4.2,8.41,0.67,-0.52,-0.14,-0.51,2843.88,0,0,88.41,-75.874592,39.0867072,2813.08
1878.09,2,7.41,-2.17,-4.11,5.77,0.67,-0.51,-0.14,-0.52,2840.43,0,0,88.41,-75.874592,39.0867072,2813.08
1878.2,2,7.76,-1.91,-3.14,6.83,0.68,-0.49,-0.15,-0.53,2837.29,0,0,88.41,-75.874592,39.0867072,2813.08
1878.3,2,6.25,-1.53,-2.05,5.7,0.7,-0.44,-0.17,-0.53,2836.13,0,0,88.41,-75.874592,39.0867072,2813.08
1878.41,2,7.14,-1.96,-1.75,6.64,0.73,-0.39,-0.19,-0.54,2834.82,0,0,88.41,-75.874592,39.0867072,2813.08
1878.51,2,8.2,3.34,-0.1,7.48,0.76,-0.3,-0.21,-0.53,2829.35,0,0,108.41,-75.8744768,39.0866944,2788.77
1878.62,2,10.68,4.33,2.63,9.41,0.79,-0.22,-0.24,-0.52,2832.21,0,0,108.41,-75.8744768,39.0866944,2788.77
1878.73,2,10.14,1.07,0.68,10.06,0.82,-0.12,-0.26,-0.5,2826.29,0,0,108.41,-75.8744768,39.0866944,2788.77
1878.84,2,12.34,-3.15,-1.93,11.77,0.84,-0.03,-0.28,-0.46,2828.03,0,0,108.41,-75.8744768,39.0866944,2788.77
1878.94,2,8.84,0.24,-1.8,8.65,0.85,0.05,-0.3,-0.43,2826.38,0,0,108.41,-75.8744768,39.0866944,2788.77
1879.05,2,6.65,-0.28,-3.63,5.56,0.85,0.13,-0.31,-0.41,2818.95,0,0,108.41,-75.8744768,39.0866944,2788.77
1879.16,2,6.98,-0.43,-2.09,6.65,0.83,0.19,-0.32,-0.42,2814.1,0,0,108.41,-75.8744768,39.0866944,2788.77
1879.26,2,7.05,0.05,-1.55,6.88,0.81,0.25,-0.31,-0.43,2810.26,0,0,108.41,-75.8744768,39.0866944,2788.77
1879.37,2,8.65,-1.3,-2.23,8.26,0.8,0.28,-0.29,-0.45,2806.97,0,0,108.41,-75.8744768,39.0866944,2788.77
1879.47,2,11.35,0.9,-2.29,11.08,0.8,0.29,-0.26,-0.46,2806.76,0,0,108.41,-75.8744768,39.0866944,2788.77
1879.7,2,7.43,-0.61,-3.94,6.26,0.82,0.2,-0.2,-0.5,2808.94,0,0,113.57,-75.874336,39.0866592,2756.41
1879.81,2,6.48,3.43,-4.62,2.97,0.83,0.12,-0.17,-0.52,2812.8,0,0,113.57,-75.874336,39.0866592,2756.41
1879.91,2,4.79,1.71,-3.28,3.05,0.84,0.05,-0.11,-0.54,2815.76,0,0,113.57,-75.874336,39.0866592,2756.41
1880.02,2,6.44,1.55,-2.15,5.87,0.84,-0.02,-0.01,-0.54,2818.3,0,0,113.57,-75.874336,39.0866592,2756.41
1880.12,2,10.28,3.57,-1.14,9.57,0.85,-0.07,0.08,-0.52,2824.2,0,0,113.57,-75.874336,39.0866592,2756.41
1880.23,2,11.95,3.28,-3.6,10.92,0.86,-0.13,0.15,-0.46,2805.16,0,0,113.57,-75.874336,39.0866592,2756.41
1880.34,2,12.47,-0.56,-6.63,10.55,0.87,-0.21,0.19,-0.4,2788.02,0,0,113.57,-75.874336,39.0866592,2756.41
1880.44,2,8.64,1.82,-3.28,7.79,0.87,-0.27,0.19,-0.36,2785.1,0,0,113.57,-75.874336,39.0866592,2756.41
1880.55,2,9.98,-1.56,-4.14,8.94,0.87,-0.33,0.17,-0.32,2777.32,0,0,113.57,-75.874336,39.0866592,2756.41
1880.67,2,9.83,0.84,-0.33,9.79,0.86,-0.39,0.14,-0.3,2773.81,0,0,117.3,-75.8742016,39.086608,2726.62
1880.78,2,9.65,0.75,1.98,9.42,0.86,-0.41,0.1,-0.27,2772.4,0,0,117.3,-75.8742016,39.086608,2726.62
1880.88,2,7.47,0.48,2.23,7.11,0.87,-0.42,0.05,-0.24,2770.85,0,0,117.3,-75.8742016,39.086608,2726.62
1880.99,2,11.72,-1.05,5.02,10.54,0.88,-0.42,-0.01,-0.2,2770.54,0,0,117.3,-75.8742016,39.086608,2726.62
1881.1,2,9.55,-2.81,4.38,8.01,0.9,-0.4,-0.08,-0.15,2769.76,0,0,117.3,-75.8742016,39.086608,2726.62
1881.21,2,8.26,-3.7,-0.86,7.34,0.92,-0.36,-0.14,-0.08,2766.96,0,0,117.3,-75.8742016,39.086608,2726.62
1881.31,2,2.07,-1.04,-1.08,1.43,0.93,-0.31,-0.18,0.01,2759.88,0,0,117.3,-75.8742016,39.086608,2726.62
1881.42,2,5.6,-1.51,-1.43,5.2,0.94,-0.26,-0.19,0.09,2758.4,0,0,117.3,-75.8742016,39.086608,2726.62
1881.53,2,5.98,0.12,-3.18,5.06,0.95,-0.21,-0.17,0.15,2764.82,0,0,117.3,-75.8742016,39.086608,2726.62
1881.63,2,10.4,-0.08,-3.3,9.86,0.96,-0.16,-0.13,0.18,2771.09,0,0,117.3,-75.8742016,39.086608,2726.62
1881.91,2,11.99,0.07,-0.41,11.98,0.98,-0.06,-0.03,0.18,2789.4,0,0,115.34,-75.8739968,39.0865376,2690.11
1882.02,2,14.01,0.14,-0.05,14.01,0.99,-0.02,-0.02,0.16,2778.04,0,0,115.34,-75.8739968,39.0865376,2690.11
1882.12,2,8.38,-2.26,3.73,7.16,0.99,0.02,-0.03,0.12,2775.9,0,0,115.34,-75.8739968,39.0865376,2690.11
1882.23,2,4.87,0.83,-2.99,-3.76,0.99,0.06,-0.05,0.07,2762.68,0,0,115.34,-75.8739968,39.0865376,2690.11
1882.33,2,3.9,0.99,-3.21,1.98,0.99,0.07,-0.07,0,2750.03,0,0,115.34,-75.8739968,39.0865376,2690.11
1882.44,2,7.07,-0.31,-1.4,6.92,0.99,0.06,-0.05,-0.07,2744.84,0,0,115.34,-75.8739968,39.0865376,2690.11
1882.55,2,7.22,-0.17,6.27,3.57,0.99,0.02,0.02,-0.16,2744.57,0,0,115.34,-75.8739968,39.0865376,2690.11
1882.65,2,12.19,1.73,5.52,10.73,0.97,-0.02,0.13,-0.22,2756.79,0,0,115.34,-75.8739968,39.0865376,2690.11
1882.87,2,5.73,-1.42,-1.54,5.33,0.9,-0.08,0.36,-0.24,2707.45,0,0,112.07,-75.8738304,39.0864768,2655.97
1882.98,2,6.46,-5.43,0.19,3.5,0.86,-0.09,0.45,-0.23,2685.21,0,0,112.07,-75.8738304,39.0864768,2655.97
1883.09,2,7.73,1.44,-4.59,6.05,0.82,-0.11,0.53,-0.21,2690.07,0,0,112.07,-75.8738304,39.0864768,2655.97
1883.19,2,15.57,10.13,-8.87,7.82,0.76,-0.16,0.6,-0.19,2656.22,0,0,112.07,-75.8738304,39.0864768,2655.97
1883.3,2,8.26,-3.97,-3.14,6.53,0.7,-0.23,0.66,-0.16,2662.07,0,0,112.07,-75.8738304,39.0864768,2655.97
1883.4,2,14,-5.58,-3.3,12.41,0.58,-0.33,0.74,-0.1,2669.21,0,0,112.07,-75.8738304,39.0864768,2655.97
1883.51,2,14.58,0.79,-0.82,14.53,0.38,-0.42,0.83,0.01,2698.43,0,0,112.07,-75.8738304,39.0864768,2655.97
1883.62,2,15.6,-2.47,6.07,14.16,0.16,-0.43,0.87,0.17,2722.69,0,0,112.07,-75.8738304,39.0864768,2655.97
1883.73,2,14.65,9.54,-1.48,11.01,-0.08,-0.33,0.84,0.42,2688.45,0,0,112.07,-75.8738304,39.0864768,2655.97
1883.85,2,7.94,6.28,3.02,3.79,-0.25,-0.1,0.66,0.7,2666.17,0,0,115.56,-75.8736576,39.0864192,2617.43
